District,Season,CropCategory,Crop,Year,Extent,Production,Yield_t_ha,Yield_IQR_Flag,AnchorMonth,AnchorDate,ForecastDate,WeatherWindowStart,WeatherWindowEnd,Rainfall_3M_mm,TempMean_3M_C,WindSpeed_3M_kmh,SolarRadiation_3M_MJ_m2,ET0_3M_mm,WeatherDays_3M,Leakage_Check,Weather_Completeness_OK,PrevMonthWholesalePrice_RsKg,NextMonthWholesalePrice_RsKg
National Total,Yala,Low Country Vegetable,Brinjals,2015,4674.0,49548.0,10.600770218228496,False,4,2015-04-01,2015-04-01,2015-01-01,2015-03-31,210.2703703703704,24.861152263374485,12.927777777777775,20.35349794238683,382.60925925925926,90,True,True,31.192,41.745000000000005
National Total,Maha,Low Country Vegetable,Brinjals,2015,6157.0,74084.0,12.032483352281956,False,9,2015-09-01,2015-09-01,2015-06-01,2015-08-31,302.1962962962963,26.68128019323672,20.14830917874396,20.037846215780995,419.2903703703704,92,True,True,46.010000000000005,46.3625
National Total,Yala,Low Country Vegetable,Brinjals,2016,4633.0,58652.0,12.65961579969782,False,4,2016-04-01,2016-04-01,2016-01-01,2016-03-31,103.57407407407408,26.05075295075295,13.816646316646317,20.77905982905984,412.6448148148148,91,True,True,70.765,76.444
National Total,Maha,Low Country Vegetable,Brinjals,2016,5662.0,68542.0,12.105616389968208,False,9,2016-09-01,2016-09-01,2016-06-01,2016-08-31,265.61481481481485,26.633494363929145,20.95998389694042,19.82029388083736,416.3766666666666,92,True,True,58.234,59.578
National Total,Yala,Low Country Vegetable,Brinjals,2017,4013.0,47047.0,11.723648143533516,False,4,2017-04-01,2017-04-01,2017-01-01,2017-03-31,313.99999999999994,24.675596707818933,15.267901234567905,20.136897119341565,381.8151851851852,90,True,True,31.172619047619,79.58809523809522
National Total,Maha,Low Country Vegetable,Brinjals,2017,5650.0,61809.0,10.939646017699117,False,9,2017-09-01,2017-09-01,2017-06-01,2017-08-31,394.8037037037038,26.89971819645732,20.743679549114336,18.80973027375201,408.6885185185185,92,True,True,94.02380952380942,123.35091572571427
National Total,Yala,Low Country Vegetable,Brinjals,2018,4138.0,50965.0,12.316336394393426,False,4,2018-04-01,2018-04-01,2018-01-01,2018-03-31,228.24444444444447,24.822592592592592,15.51699588477366,19.673259259259257,376.64962962962966,90,True,True,96.8452380975,118.958333325
National Total,Yala,Low Country Vegetable,Brinjals,2019,4378.0,67669.0,15.456601187756966,True,4,2019-04-01,2019-04-01,2019-01-01,2019-03-31,233.3592592592593,25.21213991769548,15.569341563786008,20.74994650205761,397.587037037037,90,True,True,102.36888113,105.3518356675
National Total,Yala,Low Country Vegetable,Brinjals,2020,5171.0,66829.9,12.923979887836008,False,4,2020-04-01,2020-04-01,2020-01-01,2020-03-31,105.40370370370368,25.679527879527875,16.7981277981278,21.646776556776555,429.8481481481482,91,True,True,94.61538462,97.75
National Total,Yala,Low Country Vegetable,Brinjals,2021,4808.1,58749.8,12.21892223539444,False,4,2021-04-01,2021-04-01,2021-01-01,2021-03-31,465.2629629629629,24.74477366255144,14.810617283950616,18.874930041152265,351.975925925926,90,True,True,69.2,96.0
National Total,Maha,Low Country Vegetable,Brinjals,2021,5915.2,70766.3,11.96346700027049,False,9,2021-09-01,2021-09-01,2021-06-01,2021-08-31,439.22592592592594,26.359460547504025,20.130676328502418,19.065225442834134,397.3851851851852,92,True,True,151.0,187.5
National Total,Yala,Low Country Vegetable,Brinjals,2022,4953.0,61627.9,12.44253987482334,False,4,2022-04-01,2022-04-01,2022-01-01,2022-03-31,218.6888888888889,24.939917695473245,15.03860082304527,20.776477366255143,389.06666666666666,90,True,True,143.0,300.2
National Total,Maha,Low Country Vegetable,Brinjals,2022,5818.9,66620.9,11.449053944903676,False,9,2022-09-01,2022-09-01,2022-06-01,2022-08-31,441.5444444444444,26.04786634460548,19.90024154589372,19.10479871175524,393.2974074074073,92,True,True,353.6,264.4
National Total,Yala,Low Country Vegetable,Brinjals,2023,4609.7,54449.6,11.81196173286765,False,4,2023-04-01,2023-04-01,2023-01-01,2023-03-31,322.77777777777777,24.415390946502058,15.564444444444444,20.30167489711934,375.3025925925926,90,True,True,151.5,269.0
National Total,Maha,Low Country Vegetable,Brinjals,2023,6485.4,80637.2,12.433650969870786,False,9,2023-09-01,2023-09-01,2023-06-01,2023-08-31,310.97777777777776,27.081119162640903,20.28341384863124,20.70217391304348,445.98481481481485,92,True,True,216.0,262.6
National Total,Yala,Up Country Vegetable,Knolkhol,2012,681.0,6435.0,9.44933920704846,False,4,2012-04-01,2012-04-01,2012-01-01,2012-03-31,192.81481481481484,24.95641025641025,12.757427757427756,20.49129019129019,391.8188888888889,91,True,True,38.04666666666667,53.8525
National Total,Maha,Up Country Vegetable,Knolkhol,2012,704.0,7851.0,11.151988636363637,False,9,2012-09-01,2012-09-01,2012-06-01,2012-08-31,271.4518518518518,26.73909017713365,21.219847020933976,19.93822463768116,436.74740740740737,92,True,True,30.192500000000003,47.494
National Total,Yala,Up Country Vegetable,Knolkhol,2013,779.0,9233.0,11.85237483953787,False,4,2013-04-01,2013-04-01,2013-01-01,2013-03-31,479.52592592592606,24.79600823045267,13.010246913580248,18.615028806584363,349.47962962962964,90,True,True,48.4025,45.0425
National Total,Maha,Up Country Vegetable,Knolkhol,2013,610.0,8575.0,14.057377049180328,False,9,2013-09-01,2013-09-01,2013-06-01,2013-08-31,378.27777777777777,26.0592190016103,20.98921095008052,19.044879227053144,398.4211111111111,92,True,True,22.525,33.75
National Total,Yala,Up Country Vegetable,Knolkhol,2014,781.0,9856.0,12.619718309859154,False,4,2014-04-01,2014-04-01,2014-01-01,2014-03-31,184.15185185185183,25.0727572016461,14.82559670781893,20.222942386831274,394.5177777777778,90,True,True,33.75,48.3525
National Total,Maha,Up Country Vegetable,Knolkhol,2014,677.0,8710.0,12.865583456425409,False,9,2014-09-01,2014-09-01,2014-06-01,2014-08-31,278.4000000000001,26.76694847020934,21.32246376811594,19.86382045088567,429.4092592592592,92,True,True,21.8675,39.965
National Total,Yala,Up Country Vegetable,Knolkhol,2015,651.0,7520.0,11.551459293394776,False,4,2015-04-01,2015-04-01,2015-01-01,2015-03-31,210.2703703703704,24.861152263374485,12.927777777777775,20.35349794238683,382.60925925925926,90,True,True,42.370000000000005,53.5575
National Total,Maha,Up Country Vegetable,Knolkhol,2015,700.0,9427.0,13.467142857142855,False,9,2015-09-01,2015-09-01,2015-06-01,2015-08-31,302.1962962962963,26.68128019323672,20.14830917874396,20.037846215780995,419.2903703703704,92,True,True,39.714,56.7225
National Total,Yala,Up Country Vegetable,Knolkhol,2016,571.0,8512.0,14.907180385288967,False,4,2016-04-01,2016-04-01,2016-01-01,2016-03-31,103.57407407407408,26.05075295075295,13.816646316646317,20.77905982905984,412.6448148148148,91,True,True,57.865,68.834
National Total,Maha,Up Country Vegetable,Knolkhol,2016,573.0,7348.0,12.823734729493893,False,9,2016-09-01,2016-09-01,2016-06-01,2016-08-31,265.61481481481485,26.633494363929145,20.95998389694042,19.82029388083736,416.3766666666666,92,True,True,30.614,41.834
National Total,Yala,Up Country Vegetable,Knolkhol,2017,557.0,7551.0,13.556552962298024,False,4,2017-04-01,2017-04-01,2017-01-01,2017-03-31,313.99999999999994,24.675596707818933,15.267901234567905,20.136897119341565,381.8151851851852,90,True,True,57.66098484848482,89.08333333333333
National Total,Maha,Up Country Vegetable,Knolkhol,2017,584.0,6597.0,11.29623287671233,False,9,2017-09-01,2017-09-01,2017-06-01,2017-08-31,394.8037037037038,26.89971819645732,20.743679549114336,18.80973027375201,408.6885185185185,92,True,True,46.04166666666665,76.91666666466668
National Total,Yala,Up Country Vegetable,Knolkhol,2018,606.0,10382.0,17.13201320132013,False,4,2018-04-01,2018-04-01,2018-01-01,2018-03-31,228.24444444444447,24.822592592592592,15.51699588477366,19.673259259259257,376.64962962962966,90,True,True,26.25,99.6401515075
National Total,Yala,Up Country Vegetable,Knolkhol,2019,353.0,8584.0,24.31728045325779,True,4,2019-04-01,2019-04-01,2019-01-01,2019-03-31,233.3592592592593,25.21213991769548,15.569341563786008,20.74994650205761,397.587037037037,90,True,True,63.25,108.977272725
National Total,Yala,Up Country Vegetable,Knolkhol,2020,791.8,10179.3,12.855897954028794,False,4,2020-04-01,2020-04-01,2020-01-01,2020-03-31,105.40370370370368,25.679527879527875,16.7981277981278,21.646776556776555,429.8481481481482,91,True,True,46.0,48.0
National Total,Yala,Up Country Vegetable,Knolkhol,2021,790.4,9879.4,12.49924089068826,False,4,2021-04-01,2021-04-01,2021-01-01,2021-03-31,465.2629629629629,24.74477366255144,14.810617283950616,18.874930041152265,351.975925925926,90,True,True,84.0,75.66666666666667
National Total,Maha,Up Country Vegetable,Knolkhol,2021,627.2,5749.0,9.166135204081632,False,9,2021-09-01,2021-09-01,2021-06-01,2021-08-31,439.22592592592594,26.359460547504025,20.130676328502418,19.065225442834134,397.3851851851852,92,True,True,101.041666675,80.0
National Total,Yala,Up Country Vegetable,Knolkhol,2022,758.4,9180.2,12.104694092827003,False,4,2022-04-01,2022-04-01,2022-01-01,2022-03-31,218.6888888888889,24.939917695473245,15.03860082304527,20.776477366255143,389.06666666666666,90,True,True,90.7272727275,160.2
National Total,Maha,Up Country Vegetable,Knolkhol,2022,642.0,5787.8,9.015264797507788,False,9,2022-09-01,2022-09-01,2022-06-01,2022-08-31,441.5444444444444,26.04786634460548,19.90024154589372,19.10479871175524,393.2974074074073,92,True,True,127.0,184.4
National Total,Yala,Up Country Vegetable,Knolkhol,2023,793.7,8011.6,10.093990172609296,False,4,2023-04-01,2023-04-01,2023-01-01,2023-03-31,322.77777777777777,24.415390946502058,15.564444444444444,20.30167489711934,375.3025925925926,90,True,True,113.0,178.38585858000002
National Total,Maha,Up Country Vegetable,Knolkhol,2023,624.1,6429.6,10.302195161031886,False,9,2023-09-01,2023-09-01,2023-06-01,2023-08-31,310.97777777777776,27.081119162640903,20.28341384863124,20.70217391304348,445.98481481481485,92,True,True,71.75,100.8
National Total,Yala,Up Country Vegetable,Beans,2012,3451.0,19382.0,5.616343088959722,True,4,2012-04-01,2012-04-01,2012-01-01,2012-03-31,192.81481481481484,24.95641025641025,12.757427757427756,20.49129019129019,391.8188888888889,91,True,True,46.86333333333334,71.8425
National Total,Maha,Up Country Vegetable,Beans,2012,4141.0,27603.0,6.665781212267568,False,9,2012-09-01,2012-09-01,2012-06-01,2012-08-31,271.4518518518518,26.73909017713365,21.219847020933976,19.93822463768116,436.74740740740737,92,True,True,73.9975,125.732
National Total,Yala,Up Country Vegetable,Beans,2013,3544.0,33991.0,9.591139954853274,False,4,2013-04-01,2013-04-01,2013-01-01,2013-03-31,479.52592592592606,24.79600823045267,13.010246913580248,18.615028806584363,349.47962962962964,90,True,True,76.7825,78.0
National Total,Maha,Up Country Vegetable,Beans,2013,4369.0,49575.0,11.346990157930875,False,9,2013-09-01,2013-09-01,2013-06-01,2013-08-31,378.27777777777777,26.0592190016103,20.98921095008052,19.044879227053144,398.4211111111111,92,True,True,88.8325,80.3575
National Total,Yala,Up Country Vegetable,Beans,2014,3502.0,32659.0,9.3258138206739,False,4,2014-04-01,2014-04-01,2014-01-01,2014-03-31,184.15185185185183,25.0727572016461,14.82559670781893,20.222942386831274,394.5177777777778,90,True,True,58.394000000000005,106.96
National Total,Maha,Up Country Vegetable,Beans,2014,4480.0,48549.0,10.836830357142857,False,9,2014-09-01,2014-09-01,2014-06-01,2014-08-31,278.4000000000001,26.76694847020934,21.32246376811594,19.86382045088567,429.4092592592592,92,True,True,73.6575,128.5
National Total,Yala,Up Country Vegetable,Beans,2015,3535.0,28884.0,8.170862800565772,False,4,2015-04-01,2015-04-01,2015-01-01,2015-03-31,210.2703703703704,24.861152263374485,12.927777777777775,20.35349794238683,382.60925925925926,90,True,True,79.018,112.68
National Total,Maha,Up Country Vegetable,Beans,2015,4743.0,37279.0,7.859793379717479,False,9,2015-09-01,2015-09-01,2015-06-01,2015-08-31,302.1962962962963,26.68128019323672,20.14830917874396,20.037846215780995,419.2903703703704,92,True,True,83.062,155.7975
National Total,Yala,Up Country Vegetable,Beans,2016,3512.0,39266.0,11.180523917995444,False,4,2016-04-01,2016-04-01,2016-01-01,2016-03-31,103.57407407407408,26.05075295075295,13.816646316646317,20.77905982905984,412.6448148148148,91,True,True,91.25,172.342
National Total,Maha,Up Country Vegetable,Beans,2016,5016.0,44100.0,8.791866028708133,False,9,2016-09-01,2016-09-01,2016-06-01,2016-08-31,265.61481481481485,26.633494363929145,20.95998389694042,19.82029388083736,416.3766666666666,92,True,True,108.15,148.0
National Total,Yala,Up Country Vegetable,Beans,2017,3344.0,37390.0,11.18122009569378,False,4,2017-04-01,2017-04-01,2017-01-01,2017-03-31,313.99999999999994,24.675596707818933,15.267901234567905,20.136897119341565,381.8151851851852,90,True,True,134.31249999999974,126.8333333333332
National Total,Maha,Up Country Vegetable,Beans,2017,4382.0,49995.0,11.409173893199451,False,9,2017-09-01,2017-09-01,2017-06-01,2017-08-31,394.8037037037038,26.89971819645732,20.743679549114336,18.80973027375201,408.6885185185185,92,True,True,106.66666666583316,118.833333346
National Total,Yala,Up Country Vegetable,Beans,2018,3269.0,33171.0,10.147139798103396,False,4,2018-04-01,2018-04-01,2018-01-01,2018-03-31,228.24444444444447,24.822592592592592,15.51699588477366,19.673259259259257,376.64962962962966,90,True,True,72.9166666675,209.1666667
National Total,Yala,Up Country Vegetable,Beans,2019,2912.0,26770.0,9.192994505494504,False,4,2019-04-01,2019-04-01,2019-01-01,2019-03-31,233.3592592592593,25.21213991769548,15.569341563786008,20.74994650205761,397.587037037037,90,True,True,176.75,95.5
National Total,Yala,Up Country Vegetable,Beans,2020,3568.3,40318.0,11.298937869573749,False,4,2020-04-01,2020-04-01,2020-01-01,2020-03-31,105.40370370370368,25.679527879527875,16.7981277981278,21.646776556776555,429.8481481481482,91,True,True,81.0,134.0
National Total,Yala,Up Country Vegetable,Beans,2021,3481.4,36680.5,10.536134888263344,False,4,2021-04-01,2021-04-01,2021-01-01,2021-03-31,465.2629629629629,24.74477366255144,14.810617283950616,18.874930041152265,351.975925925926,90,True,True,163.87272728,154.22222223333333
National Total,Maha,Up Country Vegetable,Beans,2021,4116.3,40184.4,9.762262225785292,False,9,2021-09-01,2021-09-01,2021-06-01,2021-08-31,439.22592592592594,26.359460547504025,20.130676328502418,19.065225442834134,397.3851851851852,92,True,True,207.583333325,221.5
National Total,Yala,Up Country Vegetable,Beans,2022,3327.3,33928.7,10.197066690710184,False,4,2022-04-01,2022-04-01,2022-01-01,2022-03-31,218.6888888888889,24.939917695473245,15.03860082304527,20.776477366255143,389.06666666666666,90,True,True,191.25,479.4
National Total,Maha,Up Country Vegetable,Beans,2022,3156.8,34253.2,10.850608210846426,False,9,2022-09-01,2022-09-01,2022-06-01,2022-08-31,441.5444444444444,26.04786634460548,19.90024154589372,19.10479871175524,393.2974074074073,92,True,True,368.8,303.4
National Total,Yala,Up Country Vegetable,Beans,2023,2460.0,25287.4,10.279430894308945,False,4,2023-04-01,2023-04-01,2023-01-01,2023-03-31,322.77777777777777,24.415390946502058,15.564444444444444,20.30167489711934,375.3025925925926,90,True,True,201.777777775,356.03333334
National Total,Maha,Up Country Vegetable,Beans,2023,3277.9,41139.1,12.55044388175356,False,9,2023-09-01,2023-09-01,2023-06-01,2023-08-31,310.97777777777776,27.081119162640903,20.28341384863124,20.70217391304348,445.98481481481485,92,True,True,299.75,415.6
